"Method","M","IMS_Train_Syn","IMS_Train_Test"
"synthpop",5,0.130560131795717,0.00823723228995058
"synthpop",5,0.121499176276771,0.00823723228995058
"synthpop",5,0.121499176276771,0.00823723228995058
"synthpop",5,0.121911037891269,0.00823723228995058
"synthpop",5,0.120263591433278,0.00823723228995058
"synthpop",10,0.130560131795717,0.00823723228995058
"synthpop",10,0.109143327841845,0.00823723228995058
"synthpop",10,0.121499176276771,0.00823723228995058
"synthpop",10,0.121499176276771,0.00823723228995058
"synthpop",10,0.121911037891269,0.00823723228995058
"synthpop",10,0.120263591433278,0.00823723228995058
"synthpop",10,0.124794069192751,0.00823723228995058
"synthpop",10,0.105848434925865,0.00823723228995058
"synthpop",10,0.111202635914333,0.00823723228995058
"synthpop",10,0.116556836902801,0.00823723228995058
"synthpop",50,0.130560131795717,0.00823723228995058
"synthpop",50,0.109143327841845,0.00823723228995058
"synthpop",50,0.111202635914333,0.00823723228995058
"synthpop",50,0.108731466227348,0.00823723228995058
"synthpop",50,0.119851729818781,0.00823723228995058
"synthpop",50,0.116556836902801,0.00823723228995058
"synthpop",50,0.114909390444811,0.00823723228995058
"synthpop",50,0.123558484349259,0.00823723228995058
"synthpop",50,0.118616144975288,0.00823723228995058
"synthpop",50,0.122322899505766,0.00823723228995058
"synthpop",50,0.120675453047776,0.00823723228995058
"synthpop",50,0.121499176276771,0.00823723228995058
"synthpop",50,0.11161449752883,0.00823723228995058
"synthpop",50,0.10831960461285,0.00823723228995058
"synthpop",50,0.118616144975288,0.00823723228995058
"synthpop",50,0.126853377265239,0.00823723228995058
"synthpop",50,0.112438220757825,0.00823723228995058
"synthpop",50,0.128088962108731,0.00823723228995058
"synthpop",50,0.118616144975288,0.00823723228995058
"synthpop",50,0.108731466227348,0.00823723228995058
"synthpop",50,0.118204283360791,0.00823723228995058
"synthpop",50,0.118204283360791,0.00823723228995058
"synthpop",50,0.121499176276771,0.00823723228995058
"synthpop",50,0.128500823723229,0.00823723228995058
"synthpop",50,0.117380560131796,0.00823723228995058
"synthpop",50,0.122734761120264,0.00823723228995058
"synthpop",50,0.126029654036244,0.00823723228995058
"synthpop",50,0.115321252059308,0.00823723228995058
"synthpop",50,0.117792421746293,0.00823723228995058
"synthpop",50,0.112026359143328,0.00823723228995058
"synthpop",50,0.114497528830313,0.00823723228995058
"synthpop",50,0.118616144975288,0.00823723228995058
"synthpop",50,0.109143327841845,0.00823723228995058
"synthpop",50,0.121911037891269,0.00823723228995058
"synthpop",50,0.11326194398682,0.00823723228995058
"synthpop",50,0.121911037891269,0.00823723228995058
"synthpop",50,0.110378912685338,0.00823723228995058
"synthpop",50,0.119439868204283,0.00823723228995058
"synthpop",50,0.117380560131796,0.00823723228995058
"synthpop",50,0.118616144975288,0.00823723228995058
"synthpop",50,0.107495881383855,0.00823723228995058
"synthpop",50,0.112438220757825,0.00823723228995058
"synthpop",50,0.120675453047776,0.00823723228995058
"synthpop",50,0.127265238879736,0.00823723228995058
"synthpop",50,0.120263591433278,0.00823723228995058
"synthpop",50,0.128500823723229,0.00823723228995058
"synthpop",50,0.124794069192751,0.00823723228995058
"synthpop",50,0.105848434925865,0.00823723228995058
"synthpop",50,0.111202635914333,0.00823723228995058
"synthpop",50,0.116556836902801,0.00823723228995058
"arf",5,0,0.00823723228995058
"arf",5,0,0.00823723228995058
"arf",5,0,0.00823723228995058
"arf",5,0,0.00823723228995058
"arf",5,0,0.00823723228995058
"arf",10,0,0.00823723228995058
"arf",10,0,0.00823723228995058
"arf",10,0,0.00823723228995058
"arf",10,0,0.00823723228995058
"arf",10,0,0.00823723228995058
"arf",10,0,0.00823723228995058
"arf",10,0,0.00823723228995058
"arf",10,0,0.00823723228995058
"arf",10,0,0.00823723228995058
"arf",10,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"arf",50,0,0.00823723228995058
"privbayes",5,0.0028830313014827,0.00823723228995058
"privbayes",5,0.00411861614497529,0.00823723228995058
"privbayes",5,0.00535420098846788,0.00823723228995058
"privbayes",5,0.00494233937397035,0.00823723228995058
"privbayes",5,0.00453047775947282,0.00823723228995058
"privbayes",10,0.0028830313014827,0.00823723228995058
"privbayes",10,0.000823723228995058,0.00823723228995058
"privbayes",10,0.00411861614497529,0.00823723228995058
"privbayes",10,0.00535420098846788,0.00823723228995058
"privbayes",10,0.00494233937397035,0.00823723228995058
"privbayes",10,0.00453047775947282,0.00823723228995058
"privbayes",10,0.00535420098846788,0.00823723228995058
"privbayes",10,0.00453047775947282,0.00823723228995058
"privbayes",10,0.0057660626029654,0.00823723228995058
"privbayes",10,0.00617792421746293,0.00823723228995058
"privbayes",50,0.0028830313014827,0.00823723228995058
"privbayes",50,0.000823723228995058,0.00823723228995058
"privbayes",50,0.0057660626029654,0.00823723228995058
"privbayes",50,0.00453047775947282,0.00823723228995058
"privbayes",50,0.0057660626029654,0.00823723228995058
"privbayes",50,0.00453047775947282,0.00823723228995058
"privbayes",50,0.00205930807248764,0.00823723228995058
"privbayes",50,0.00453047775947282,0.00823723228995058
"privbayes",50,0.00453047775947282,0.00823723228995058
"privbayes",50,0.0057660626029654,0.00823723228995058
"privbayes",50,0.00658978583196046,0.00823723228995058
"privbayes",50,0.00411861614497529,0.00823723228995058
"privbayes",50,0.00906095551894563,0.00823723228995058
"privbayes",50,0.00329489291598023,0.00823723228995058
"privbayes",50,0.00453047775947282,0.00823723228995058
"privbayes",50,0.00164744645799012,0.00823723228995058
"privbayes",50,0.00329489291598023,0.00823723228995058
"privbayes",50,0.00164744645799012,0.00823723228995058
"privbayes",50,0.00370675453047776,0.00823723228995058
"privbayes",50,0.00329489291598023,0.00823723228995058
"privbayes",50,0.00370675453047776,0.00823723228995058
"privbayes",50,0.00329489291598023,0.00823723228995058
"privbayes",50,0.00535420098846788,0.00823723228995058
"privbayes",50,0.00494233937397035,0.00823723228995058
"privbayes",50,0.00535420098846788,0.00823723228995058
"privbayes",50,0.00700164744645799,0.00823723228995058
"privbayes",50,0.00411861614497529,0.00823723228995058
"privbayes",50,0.00411861614497529,0.00823723228995058
"privbayes",50,0.0057660626029654,0.00823723228995058
"privbayes",50,0.00247116968698517,0.00823723228995058
"privbayes",50,0.00823723228995058,0.00823723228995058
"privbayes",50,0.00411861614497529,0.00823723228995058
"privbayes",50,0.00411861614497529,0.00823723228995058
"privbayes",50,0.00494233937397035,0.00823723228995058
"privbayes",50,0.00617792421746293,0.00823723228995058
"privbayes",50,0.00329489291598023,0.00823723228995058
"privbayes",50,0.00535420098846788,0.00823723228995058
"privbayes",50,0.00617792421746293,0.00823723228995058
"privbayes",50,0.0057660626029654,0.00823723228995058
"privbayes",50,0.00247116968698517,0.00823723228995058
"privbayes",50,0.00411861614497529,0.00823723228995058
"privbayes",50,0.00411861614497529,0.00823723228995058
"privbayes",50,0.00370675453047776,0.00823723228995058
"privbayes",50,0.00370675453047776,0.00823723228995058
"privbayes",50,0.00453047775947282,0.00823723228995058
"privbayes",50,0.00658978583196046,0.00823723228995058
"privbayes",50,0.00535420098846788,0.00823723228995058
"privbayes",50,0.00453047775947282,0.00823723228995058
"privbayes",50,0.0057660626029654,0.00823723228995058
"privbayes",50,0.00617792421746293,0.00823723228995058
"ctgan",5,0,0.00823723228995058
"ctgan",5,0,0.00823723228995058
"ctgan",5,0,0.00823723228995058
"ctgan",5,0,0.00823723228995058
"ctgan",5,0,0.00823723228995058
"ctgan",10,0,0.00823723228995058
"ctgan",10,0,0.00823723228995058
"ctgan",10,0,0.00823723228995058
"ctgan",10,0,0.00823723228995058
"ctgan",10,0,0.00823723228995058
"ctgan",10,0,0.00823723228995058
"ctgan",10,0,0.00823723228995058
"ctgan",10,0,0.00823723228995058
"ctgan",10,0,0.00823723228995058
"ctgan",10,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"ctgan",50,0,0.00823723228995058
"tvae",5,0,0.00823723228995058
"tvae",5,0,0.00823723228995058
"tvae",5,0,0.00823723228995058
"tvae",5,0,0.00823723228995058
"tvae",5,0,0.00823723228995058
"tvae",10,0,0.00823723228995058
"tvae",10,0,0.00823723228995058
"tvae",10,0,0.00823723228995058
"tvae",10,0,0.00823723228995058
"tvae",10,0,0.00823723228995058
"tvae",10,0,0.00823723228995058
"tvae",10,0,0.00823723228995058
"tvae",10,0,0.00823723228995058
"tvae",10,0,0.00823723228995058
"tvae",10,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tvae",50,0,0.00823723228995058
"tabsyn",5,0,0.00823723228995058
"tabsyn",5,0,0.00823723228995058
"tabsyn",5,0,0.00823723228995058
"tabsyn",5,0,0.00823723228995058
"tabsyn",5,0.000411861614497529,0.00823723228995058
"tabsyn",10,0,0.00823723228995058
"tabsyn",10,0,0.00823723228995058
"tabsyn",10,0,0.00823723228995058
"tabsyn",10,0,0.00823723228995058
"tabsyn",10,0,0.00823723228995058
"tabsyn",10,0.000411861614497529,0.00823723228995058
"tabsyn",10,0,0.00823723228995058
"tabsyn",10,0,0.00823723228995058
"tabsyn",10,0,0.00823723228995058
"tabsyn",10,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0.000411861614497529,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0.000411861614497529,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0.000411861614497529,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0.000411861614497529,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0.000411861614497529,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0.000411861614497529,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0.000823723228995058,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0.000411861614497529,0.00823723228995058
"tabsyn",50,0.000411861614497529,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0.000411861614497529,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0.000411861614497529,0.00823723228995058
"tabsyn",50,0.000411861614497529,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
"tabsyn",50,0,0.00823723228995058
