"Method","M","Mean_NNDR_Synth","Mean_NNDR_Holdout"
"synthpop",5,0.721283573311396,0.684411833646166
"synthpop",5,0.72095936641383,0.684411833646166
"synthpop",5,0.713392594162214,0.684411833646166
"synthpop",5,0.711795373433997,0.684411833646166
"synthpop",5,0.708985553374568,0.684411833646166
"synthpop",10,0.721283573311396,0.684411833646166
"synthpop",10,0.714638737064357,0.684411833646166
"synthpop",10,0.72095936641383,0.684411833646166
"synthpop",10,0.713392594162214,0.684411833646166
"synthpop",10,0.711795373433997,0.684411833646166
"synthpop",10,0.708985553374568,0.684411833646166
"synthpop",10,0.716934216650494,0.684411833646166
"synthpop",10,0.707604618961435,0.684411833646166
"synthpop",10,0.718482579567171,0.684411833646166
"synthpop",10,0.719754628253718,0.684411833646166
"synthpop",50,0.721283573311396,0.684411833646166
"synthpop",50,0.714638737064357,0.684411833646166
"synthpop",50,0.716080238914823,0.684411833646166
"synthpop",50,0.716273398865839,0.684411833646166
"synthpop",50,0.714328169306611,0.684411833646166
"synthpop",50,0.723278391495359,0.684411833646166
"synthpop",50,0.723162253485616,0.684411833646166
"synthpop",50,0.714031346039192,0.684411833646166
"synthpop",50,0.713824426326478,0.684411833646166
"synthpop",50,0.719037528770141,0.684411833646166
"synthpop",50,0.71422023654063,0.684411833646166
"synthpop",50,0.72095936641383,0.684411833646166
"synthpop",50,0.711134275040486,0.684411833646166
"synthpop",50,0.71394593570269,0.684411833646166
"synthpop",50,0.719776324757241,0.684411833646166
"synthpop",50,0.709526757251639,0.684411833646166
"synthpop",50,0.715462223912948,0.684411833646166
"synthpop",50,0.717956291860068,0.684411833646166
"synthpop",50,0.717267376000837,0.684411833646166
"synthpop",50,0.715624295566674,0.684411833646166
"synthpop",50,0.710266432570857,0.684411833646166
"synthpop",50,0.715924047360544,0.684411833646166
"synthpop",50,0.713392594162214,0.684411833646166
"synthpop",50,0.712609744114008,0.684411833646166
"synthpop",50,0.722897591658433,0.684411833646166
"synthpop",50,0.712152765589193,0.684411833646166
"synthpop",50,0.71020455531004,0.684411833646166
"synthpop",50,0.71630810246612,0.684411833646166
"synthpop",50,0.707258609634449,0.684411833646166
"synthpop",50,0.716594257996,0.684411833646166
"synthpop",50,0.711933675284544,0.684411833646166
"synthpop",50,0.710944303875121,0.684411833646166
"synthpop",50,0.718693689896594,0.684411833646166
"synthpop",50,0.711795373433997,0.684411833646166
"synthpop",50,0.709332036410752,0.684411833646166
"synthpop",50,0.711496611533078,0.684411833646166
"synthpop",50,0.718930942659023,0.684411833646166
"synthpop",50,0.713793560563267,0.684411833646166
"synthpop",50,0.715044849464675,0.684411833646166
"synthpop",50,0.721228286362126,0.684411833646166
"synthpop",50,0.710141024796354,0.684411833646166
"synthpop",50,0.707875635710973,0.684411833646166
"synthpop",50,0.705441315244642,0.684411833646166
"synthpop",50,0.716054065531768,0.684411833646166
"synthpop",50,0.708985553374568,0.684411833646166
"synthpop",50,0.712656598504814,0.684411833646166
"synthpop",50,0.716934216650494,0.684411833646166
"synthpop",50,0.707604618961435,0.684411833646166
"synthpop",50,0.718482579567171,0.684411833646166
"synthpop",50,0.719754628253718,0.684411833646166
"arf",5,0.717126862471623,0.684411833646166
"arf",5,0.719522137819903,0.684411833646166
"arf",5,0.727281624482202,0.684411833646166
"arf",5,0.723737654825328,0.684411833646166
"arf",5,0.725388230319295,0.684411833646166
"arf",10,0.717126862471623,0.684411833646166
"arf",10,0.734117610155336,0.684411833646166
"arf",10,0.719522137819903,0.684411833646166
"arf",10,0.727281624482202,0.684411833646166
"arf",10,0.723737654825328,0.684411833646166
"arf",10,0.725388230319295,0.684411833646166
